dc.title,dc.contributor.author,dc.contributor,dc.contributor.editor,dc.subject.frascati,dc.subject.free,dc.description,dc.publisher,dc.date,dc.type,Orfeo.peerreviewed,dc.identifier.isbn,dc.identifier.issn,dc.identifier.publisherlink,dc.identifier.doi,dc.identifier.isi,dc.identifier.pubmed,dc.identifier.url,dc.identifier.scopus,dc.identifier.worldcat,dc.identifier.limo,dc.identifier.depositnumber,dc.source.title,dc.source.volume,dc.source.issue,dc.source.page,dc.relation.ispartofseries,dc.identifier.citation,dc.language,dc.relation.project,dc.audience,dc.coverage.spatial,dc.coverage.temporal,file
"Interactions between Great Lakes level change, Tectonics and Volcanism in the Rungwe Volcanic Province, SW Highlands of Tanzania","Delvaux, D.||Williamson, D.","","","","Geodynamics and mineral resources","The Rungwe Volcanic Province extends between the Rukwa and Nyasa (Malawi) rift lakes, which both experienced marked water level fluctuations during the last 40 ka. The infilling of water reservoirs, whether artificial or natural, is known to be able to trigger earthquakes and volcanism. In the southwestern Highlands of Tanzania and especially in the Rungwe Volcanic Province, where the western and eastern branches of the East African Rift System meet, a similar link is highlighted. Compilation of available data supplemented by new observations allows investigating the time relations between (1) climatically-induced, rapid water level fluctuations in the surrounding rift lakes, (2) tectonic  activation of the fault systems that extend from the lacustrine depressions to the volcanic  area, and (3) deposition of tephra layers in soils and sediments. The latter are considered  to reflect the frequency and/or magnitude of explosive eruptions in the Rungwe massif. According to these data, a connexion is suggested between the great lakes level change, tectonics, and volcanic activity for the last glacial-interglacial transition (14-11.5 cal. ka BP), and possibly also during the Holocene.","","2008","Article scientifique peer reviewed","yes","","0001-4176","","","","","","","","","","Académie Royale des Sciences d'Outre-Mer, Bruxelles, Bulletin des Séances","54(4)","","577-600","","","EN","Geodynamic processes, erosion and sedimentation for the last 30.000 years in the Tanganyika-Rukwa-Malawi Rift area, Western Tanzania ( RMCA )","Scientifique","","","http://www.africamuseum.be/publication_docs/2008_Delvaux-Williamson_Clim-Tecto-Volc.pdf::accessrights:public access"
"Fault kinematics and tectonic stress in the seismically active Manyara-Dodoma Rift segment in Central Tanzania - Implications for the East African Rift","Macheyeki, A.S.||Delvaux, D.||De Batist, M.||Mruma, A.","","","","Geodynamics and mineral resources","The Eastern Branch of the East African Rift System is well known in Ethiopia (Main Ethiopian Rift) and Kenya (Kenya or Gregory  Rift) and is usually considered to fade away southwards in the North Tanzanian Divergence, where it splits into the Eyasi, Manyara and  Pangani segments. Further towards the south, rift structures are more weakly expressed and this area has not attracted much attention  since the mapping and exploratory works of the 1950s. In November 4, 2002, an earthquake of magnitude Mb = 5.5 struck Dodoma, the  capital city of Tanzania. Analysis of modern digital relief, seismological and geological data reveals that ongoing tectonic deformation is  presently affecting a broad NS trending belt, extending southward from the North Tanzanian Divergence to the region of Dodoma,  forming the proposed ManyaraDodoma Rift segment. North of ArushaNgorongoro line, the rift is confined to a narrow belt  (Natron graben in Tanzania) and south of it, it broadens into a wide deformation zone which includes both the Eyasi and Manyara  grabens.  The two-stage rifting model proposed for Kenya and North Tanzania also applies to the ManyaraDodoma Rift segment. In a first  stage, large, well-expressed topographic and volcanogenic structures were initiated in the Natron, Eyasi and Manyara grabens during the  Late Miocene to Pliocene. From the Middle Pleistocene onwards, deformations related to the second rifting stage propagated southwards  to the Dodoma region. These young structures have still limited morphological expressions compared to the structures formed  during the first stage. However, they appear to be tectonically active as shown by the high concentration of moderate earthquakes into  earthquake swarms, the distribution of He-bearing thermal springs, the morphological freshness of the fault scarps, and the presence of  open surface fractures. Fault kinematic and paleostress analysis of geological fault data in basement rocks along the active fault lines  show that recent faults often reactivate older fault systems that were formed under EW to NWSE horizontal compression, compatible  with late Pan-African tectonics. The present-day stress inverted from earthquake focal mechanisms shows that the ManyaraDodoma  Rift segment is presently subjected to an extensional stress field with a N080E direction of horizontal principal extension. Under this  stress field, the rift develops by: (1) reactivation of the pre-existing tectonic planes of weakness, and (2) progressive development of a new  fault system in a more NS trend by the linkage of existing rift faults. This process started about 1.2 Ma ago and is still ongoing.","Elsevier","2008","Article scientifique peer reviewed","yes","","","","10.1016/j.jafrearsci.2008.01.007","","","","","","","","Journal of African Earth Sciences","51(4)","","463-188","","","EN","","Scientifique","","","http://www.africamuseum.be/publication_docs/2008_Macheyeki_al_NorthDodoma-JAES.pdf::accessrights:public access"
"Intervessel pit structure and histochemistry of two mangrove species as revealed by cellular UV microspectrophotometry and electron microscopy: intraspecific variation and functional significance","Schmitz, N.||Koch, G.||Schmitt, U.||Beeckman, H.||Koedam, N.","","","","Wood biology","","","2008","Article scientifique peer reviewed","yes","","","","10.1017/S143192760808077X","","","","","","","","Microscopy and Microanalysis","14(5)","","387-397","","","EN","Hydraulic architecture of mangrove trees and its functional importance ( RMCA )","Scientifique","","",""
"A patchy growth via successive and simultaneous cambia: key to success of the most widespread mangrove species Avicennia marina?","Schmitz, N.||Robert, E.||Verheyden, A.||Kairo, J.||Beeckman, H.||Koedam, N.","","","","Wood biology","","","2008","Article scientifique peer reviewed","yes","","","","10.1093/aob/mcm280","","","","","","","","Annals of Botany","101(1)","","49-58","","","EN","Hydraulic architecture of mangrove trees and its functional importance ( RMCA )","Scientifique","","",""
"Quality wood on sandy soil: contradiction in terms?","De Vetter, L.||De Boever, L.||Beeckman, H.||Van Acker, J.","","","","Wood biology","","","2008","Article scientifique peer reviewed","yes","","","","","","","","","","","","First Symposium on interaction between forestry and wood processing","","","35-46","","","EN","","Scientifique","","",""
"Fingerprinting of conflict minerals: columbite-tantalite ("coltan")ores","Melcher, F.||Sitnikova, M.||Graupner, T.||Martin, N.||Oberthür, T.||Henjes-Kunst, F.||Gäbler, E.||Gerdes, A.||Brätz, H.||Davis, D.||Dewaele, S.","","","","PROMINES","","Society of Geology Applied to Mineral deposits","2008","Article scientifique peer reviewed","yes","","","","","","","","","","","","SGA news","23","","1-20","","","EN","Traceability and characterization of coltan ore ( RMCA )","Scientifique","","",""
"Staining of white marble","Bams, V.||Dewaele, S.","","","","PROMINES","","Elsevier","2008","Article scientifique peer reviewed","yes","","","","","","","","","","","","Materials Characterization","58","","1052-1062","","","EN","","Scientifique","","",""
"The tungsten mineralisation at Nyakabingo and Gifurwe (Rwanda): preliminary results","De Clercq, F.||Muchez, P.||Dewaele, S.||Boyce, A.","","","","PROMINES","","","2008","Article scientifique peer reviewed","yes","","","","","","","","","","","","Geologica Belgica","11","","251-258","","","EN","Kibaran Metallogeny ( RMCA )","Scientifique","","",""
"Geology and mineralization at the Gatumba area: Present state of knowledge","Dewaele, S.||Tack, L.||Fernandez-Alonso, M.||Boyce, A.||Muchez, P.||Schneider, J.||Cooper, G.||Wheeler, K.","","","","Geodynamics and mineral resources||PROMINES","The Gatumba area is characterized by the presence of numerous mineralized  pegmatites, which are related to the so-called "tin granites" that formed at -986 Ma. The  pegmatites are dated at -968 Ma, of which some are associated with columbite and  cassiterite mineralization. The columbite precipitated during crystallization of the  pegmatites. Also beryl, spodumene, amblygonite and rare phosphates formed during  this crystallization. The pegmatites underwent intense alteration by hydrothermal  processes: albitization, sericitization (i.e., greisenization in the old literature) and  muscovitization. The cassiterite mineralization in the pegmatitic bodies is associated  with the two latter alteration stages. Sericitization and cassiterite precipitation occurred  from a H20-C02"(X)-NaCl-KCl fluid (Thror between 240 and 370oC; Tm1ce between -19.2  and -8.2°C}. Based on the structural setting, petrographical observations, geochemistry  of the so-called tin granites, stable and radiogenic isotope geochemistry, we propose a  model in which Sn was remobilized from primary magmatic rocks by a hydrothermal  system that was installed after the crystallization of the granites and pegmatites, and  precipitated in structurally controlled locations, together with sericitization/  muscovitization of parts of the pegmatites.","","2008","Article scientifique peer reviewed","yes","","","","","","","","","","","","Etudes Rwandaises","16","","6-24","","","EN","Kibaran Metallogeny ( RMCA )","Scientifique","","",""
"Postorogenic origin of the stratiform Cu mineralization at Lufukwe, Lufilian Foreland, Democratic Republic of Congo","El Desouky, H.||Muchez, P.||Dewaele, S.||Boutwood, A.||Tyler, R.","","","","PROMINES","","","2008","Article scientifique peer reviewed","yes","","","","","","","","","","","","Economic Geology","103","","555-582","","","EN","Origin and fluid evolution in the Central African Copperbelt: relation with Cu-Co ore deposits ( FWO )","Scientifique","","",""
"Analytical Fingerprint of Columbite-Tantalite (Coltan). Mineralisation in Pegmatites - Focus on Africa","Melcher, F.||Graupner, T.||Henjes-Kunst, F.||Oberthür, T.||Sitnikova, M.||Gäbler, E.||Gerdes, A.||Brätz, H.||Davis, D.||Dewaele, S.","","","","PROMINES","","AusIMM","2008","Ouvrage peer reviewed","yes","","","","","","","","","","","","","","","615-624","AusIMM Ninth International Congres for Applied Mineralogy Brisbane","","EN","","Scientifique","","",""
"The Proterozoic Kibaran belt in Central Africa: a 1250 Ma long intracratonic history","Tack, L.||Wingate, M.||De Waele, B.||Meert, J.||Griffin, B.||Tahon, A.||Fernandez-Alonso, M.||Baudet, D.||Cutten, H.||Dewaele, S.","","","","Geodynamics and mineral resources||PROMINES","","","2008","Colloque et congrès scientifique","no","","","","","","","","","","","","22nd colloquium on African Geology, 13th conference of the Geological Society of Africa, knowledge solidarity development, November 04-06 2008, Hammamet-Tunisia","","","","","","EN","IGCP 440; Assembly and Breakup of the Rodinia Supercontinent ( RMCA )","Scientifique","","",""
"The 1.000m thick Redbeds sequence of the Congo River Basin (CRB): a generally overlooked testimony in Central Africa of post-Gondwana amalgamation (550 Ma) and pre-Karoo break-up (320 Ma)","Tack, L.||Delvaux, D.||Kadima, K.||Delpomdor, F.||Tahon, A.||Fernandez-Alonso, M.||Baudet, D.||Dewaele, S.||Cibambula, E.||Kanda Nkula, V.||Mpiana, C.","","","","Geodynamics and mineral resources||PROMINES","","","2008","Colloque et congrès scientifique","no","","","","","","","","","","","","22nd colloquium on African Geology, 13th conference of the Geological Society of Africa, knowledge solidarity development, November 04-06 2008, Hammamet-Tunisia","","","","","","EN","","Scientifique","","",""
"Geochemical characterization of Cu-Co ores in the Katanga - part 2: preliminary results on Co oxidized ores","Decrée, S.||De Putter, T.||Dewaele, S.||Mees, F.||Yans, J.","","","","Geodynamics and mineral resources||PROMINES||Surface environments and collection management","","","2008","Colloque et congrès scientifique","no","","","","","","","","","","","","22nd colloquium on African Geology, 13th conference of the Geological Society of Africa, knowledge solidarity development, November 04-06 2008, Hammamet-Tunisia","","","","","","EN","","Scientifique","","",""
"Characterization and genetic constraints on Cu-Co secondary ores in the Katanga (DRC) Copperbelt - part one: copper oxidized ores ","De Putter, T.||Baele, J.||Decrée, S.||Dewaele, S.||Mees, F.||Yans, J.||Kaputo, A.","","","","Geodynamics and mineral resources||PROMINES||Surface environments and collection management","","","2008","Colloque et congrès scientifique","no","","","","","","","","","","","","22nd colloquium on African Geology, 13th conference of the Geological Society of Africa, knowledge solidarity development, November 04-06 2008, Hammamet-Tunisia","","","","","","EN","GECO I: Geology for an Economic sustainable development ( Federal )","Scientifique","","",""
"S, C, O and Sr isotopic constraints on formation conditions of the Cu-Co ore deposits at Luiswishi and Kamoto, Katanga Copperbelt, DRC","El Desouky, H.||Muchez, P.||Schneider, J.||Boyce, A.||Cailteux, J.||Dewaele, S.","","","","PROMINES","","","2008","Colloque et congrès scientifique","no","","","","","","","","","","","","160th annual meeting of the Deutsche Gesellschaft für Geowissenschaften and the 98th annual meeting of the Geologische Vereiniggung, 29/9-02/10 2008, Aachen","","","","","","EN","","Scientifique","","",""
